pair_id,phenomenon,s,s_cf,annotator_id,batch_id,human_change_0_5,confidence_1_5,fluency_s_1_5,fluency_cf_1_5,plausibility_s_1_5,plausibility_cf_1_5,changed_words,attention_check,created_at
role_000208,role_reversal,The lawyer criticized the chef.,The chef criticized the lawyer.,sim_3,pilot_simulated_v1,4.04,3.18,5.0,5.0,4.02,3.2,,True,simulated
neg_001096,negation,The researcher did not contact the waiter.,The researcher contacted the waiter.,sim_1,pilot_simulated_v1,3.89,4.73,5.0,5.0,3.95,3.67,,True,simulated
neg_001096,negation,The researcher did not contact the waiter.,The researcher contacted the waiter.,sim_2,pilot_simulated_v1,3.44,3.53,5.0,5.0,3.86,3.29,,True,simulated
neg_001096,negation,The researcher did not contact the waiter.,The researcher contacted the waiter.,sim_3,pilot_simulated_v1,3.27,4.18,5.0,5.0,3.97,3.11,,True,simulated
attach_000347,attachment,The musician photographed the tourist with the camera.,"With the camera, the musician photographed the tourist.",sim_1,pilot_simulated_v1,2.23,4.48,5.0,5.0,3.76,4.33,,True,simulated
attach_000347,attachment,The musician photographed the tourist with the camera.,"With the camera, the musician photographed the tourist.",sim_2,pilot_simulated_v1,2.99,4.05,5.0,5.0,3.77,3.93,,True,simulated
attach_000347,attachment,The musician photographed the tourist with the camera.,"With the camera, the musician photographed the tourist.",sim_3,pilot_simulated_v1,2.66,3.83,5.0,5.0,4.71,3.17,,True,simulated
role_000707,role_reversal,The musician promoted the passenger.,The passenger promoted the musician.,sim_1,pilot_simulated_v1,3.74,4.61,5.0,5.0,4.68,4.3,,True,simulated
role_000707,role_reversal,The musician promoted the passenger.,The passenger promoted the musician.,sim_2,pilot_simulated_v1,4.78,3.01,5.0,5.0,4.35,3.2,,True,simulated
role_000707,role_reversal,The musician promoted the passenger.,The passenger promoted the musician.,sim_3,pilot_simulated_v1,4.76,3.59,5.0,5.0,3.98,3.83,,True,simulated
neg_000056,negation,The artist did not support the lawyer.,The artist supported the lawyer.,sim_1,pilot_simulated_v1,3.13,3.93,5.0,5.0,4.58,3.72,,True,simulated
neg_000056,negation,The artist did not support the lawyer.,The artist supported the lawyer.,sim_2,pilot_simulated_v1,3.5,3.53,5.0,5.0,3.5,3.46,,True,simulated
neg_000056,negation,The artist did not support the lawyer.,The artist supported the lawyer.,sim_3,pilot_simulated_v1,4.14,4.73,5.0,5.0,3.8,3.46,,True,simulated
attach_000612,attachment,The researcher photographed the tourist with the camera.,The researcher photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,2.54,4.53,5.0,5.0,3.62,3.29,,True,simulated
attach_000612,attachment,The researcher photographed the tourist with the camera.,The researcher photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.5,2.97,5.0,5.0,3.44,3.37,,True,simulated
attach_000612,attachment,The researcher photographed the tourist with the camera.,The researcher photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,3.04,4.66,5.0,5.0,3.61,3.47,,True,simulated
attach_000156,attachment,The scientist showed the guide with the map.,The scientist showed the guide who had the map.,sim_1,pilot_simulated_v1,2.94,2.86,5.0,5.0,3.34,3.92,,True,simulated
attach_000156,attachment,The scientist showed the guide with the map.,The scientist showed the guide who had the map.,sim_2,pilot_simulated_v1,2.74,3.5,5.0,5.0,3.86,3.03,,True,simulated
attach_000156,attachment,The scientist showed the guide with the map.,The scientist showed the guide who had the map.,sim_3,pilot_simulated_v1,2.42,3.15,5.0,5.0,3.58,3.11,,True,simulated
role_000245,role_reversal,The artist called the teacher.,The teacher called the artist.,sim_1,pilot_simulated_v1,4.71,2.83,5.0,5.0,3.86,3.28,,True,simulated
role_000245,role_reversal,The artist called the teacher.,The teacher called the artist.,sim_2,pilot_simulated_v1,3.73,4.32,5.0,5.0,4.74,4.54,,True,simulated
role_000245,role_reversal,The artist called the teacher.,The teacher called the artist.,sim_3,pilot_simulated_v1,3.93,3.88,5.0,5.0,3.89,3.13,,True,simulated
role_001076,role_reversal,The doctor supported the judge.,The judge supported the doctor.,sim_1,pilot_simulated_v1,4.08,4.02,5.0,5.0,3.84,4.26,,True,simulated
role_001076,role_reversal,The doctor supported the judge.,The judge supported the doctor.,sim_2,pilot_simulated_v1,4.11,3.39,5.0,5.0,4.63,3.91,,True,simulated
role_001076,role_reversal,The doctor supported the judge.,The judge supported the doctor.,sim_3,pilot_simulated_v1,3.81,4.61,5.0,5.0,3.97,3.96,,True,simulated
neg_000788,negation,The lawyer did not criticize the driver.,The lawyer criticized the driver.,sim_1,pilot_simulated_v1,3.55,4.52,5.0,5.0,4.37,3.71,,True,simulated
neg_000788,negation,The lawyer did not criticize the driver.,The lawyer criticized the driver.,sim_2,pilot_simulated_v1,3.38,4.34,5.0,5.0,4.54,3.96,,True,simulated
neg_000788,negation,The lawyer did not criticize the driver.,The lawyer criticized the driver.,sim_3,pilot_simulated_v1,4.2,3.86,5.0,5.0,3.86,3.51,,True,simulated
neg_000129,negation,The scientist praised the researcher.,The scientist did not praise the researcher.,sim_1,pilot_simulated_v1,3.23,3.11,5.0,5.0,4.68,3.88,,True,simulated
neg_000129,negation,The scientist praised the researcher.,The scientist did not praise the researcher.,sim_2,pilot_simulated_v1,2.93,3.22,5.0,5.0,3.88,4.29,,True,simulated
neg_000129,negation,The scientist praised the researcher.,The scientist did not praise the researcher.,sim_3,pilot_simulated_v1,4.17,4.32,5.0,5.0,3.67,3.68,,True,simulated
neg_000336,negation,The musician did not visit the athlete.,The musician visited the athlete.,sim_1,pilot_simulated_v1,4.32,3.58,5.0,5.0,4.24,3.08,,True,simulated
neg_000336,negation,The musician did not visit the athlete.,The musician visited the athlete.,sim_2,pilot_simulated_v1,3.57,3.81,5.0,5.0,4.66,4.54,,True,simulated
neg_000336,negation,The musician did not visit the athlete.,The musician visited the athlete.,sim_3,pilot_simulated_v1,4.0,3.46,5.0,5.0,4.6,4.46,,True,simulated
neg_000868,negation,The coach did not greet the teacher.,The coach greeted the teacher.,sim_1,pilot_simulated_v1,2.92,3.65,5.0,5.0,4.08,3.49,,True,simulated
neg_000868,negation,The coach did not greet the teacher.,The coach greeted the teacher.,sim_2,pilot_simulated_v1,3.19,4.37,5.0,5.0,3.54,3.89,,True,simulated
neg_000868,negation,The coach did not greet the teacher.,The coach greeted the teacher.,sim_3,pilot_simulated_v1,2.83,3.72,5.0,5.0,4.74,3.01,,True,simulated
role_000342,role_reversal,The scientist praised the musician.,The musician praised the scientist.,sim_1,pilot_simulated_v1,3.57,4.6,5.0,5.0,4.66,3.81,,True,simulated
role_000342,role_reversal,The scientist praised the musician.,The musician praised the scientist.,sim_2,pilot_simulated_v1,3.87,3.4,5.0,5.0,4.37,3.93,,True,simulated
role_000342,role_reversal,The scientist praised the musician.,The musician praised the scientist.,sim_3,pilot_simulated_v1,4.11,4.18,5.0,5.0,3.36,3.62,,True,simulated
neg_000128,negation,The artist did not praise the chef.,The artist praised the chef.,sim_1,pilot_simulated_v1,4.21,4.62,5.0,5.0,3.98,4.25,,True,simulated
neg_000128,negation,The artist did not praise the chef.,The artist praised the chef.,sim_2,pilot_simulated_v1,4.22,3.84,5.0,5.0,3.43,3.17,,True,simulated
neg_000128,negation,The artist did not praise the chef.,The artist praised the chef.,sim_3,pilot_simulated_v1,3.87,3.48,5.0,5.0,4.04,3.07,,True,simulated
neg_000723,negation,The teacher greeted the artist.,The teacher did not greet the artist.,sim_1,pilot_simulated_v1,4.32,3.36,5.0,5.0,4.21,4.0,,True,simulated
neg_000723,negation,The teacher greeted the artist.,The teacher did not greet the artist.,sim_2,pilot_simulated_v1,3.37,3.22,5.0,5.0,4.1,3.52,,True,simulated
neg_000723,negation,The teacher greeted the artist.,The teacher did not greet the artist.,sim_3,pilot_simulated_v1,2.92,3.15,5.0,5.0,3.26,4.44,,True,simulated
neg_000240,negation,The waiter did not contact the manager.,The waiter contacted the manager.,sim_1,pilot_simulated_v1,3.12,4.64,5.0,5.0,4.19,4.53,,True,simulated
neg_000240,negation,The waiter did not contact the manager.,The waiter contacted the manager.,sim_2,pilot_simulated_v1,3.55,3.31,5.0,5.0,3.33,3.99,,True,simulated
neg_000240,negation,The waiter did not contact the manager.,The waiter contacted the manager.,sim_3,pilot_simulated_v1,3.91,4.16,5.0,5.0,4.66,3.16,,True,simulated
attach_001025,attachment,The waiter checked the driver with the flashlight.,"With the flashlight, the waiter checked the driver.",sim_1,pilot_simulated_v1,3.03,4.21,5.0,5.0,4.71,3.4,,True,simulated
attach_001025,attachment,The waiter checked the driver with the flashlight.,"With the flashlight, the waiter checked the driver.",sim_2,pilot_simulated_v1,3.49,2.85,5.0,5.0,4.14,3.52,,True,simulated
attach_001025,attachment,The waiter checked the driver with the flashlight.,"With the flashlight, the waiter checked the driver.",sim_3,pilot_simulated_v1,2.83,3.15,5.0,5.0,3.82,3.56,,True,simulated
role_000977,role_reversal,The scientist hired the engineer.,The engineer hired the scientist.,sim_1,pilot_simulated_v1,4.14,3.61,5.0,5.0,3.55,3.27,,True,simulated
role_000977,role_reversal,The scientist hired the engineer.,The engineer hired the scientist.,sim_2,pilot_simulated_v1,4.15,4.78,5.0,5.0,4.56,3.24,,True,simulated
role_000977,role_reversal,The scientist hired the engineer.,The engineer hired the scientist.,sim_3,pilot_simulated_v1,4.41,3.09,5.0,5.0,3.72,4.59,,True,simulated
role_000993,role_reversal,The doctor helped the teacher.,The teacher helped the doctor.,sim_1,pilot_simulated_v1,3.94,3.0,5.0,5.0,4.1,3.94,,True,simulated
role_000993,role_reversal,The doctor helped the teacher.,The teacher helped the doctor.,sim_2,pilot_simulated_v1,4.22,4.69,5.0,5.0,4.02,3.58,,True,simulated
role_000993,role_reversal,The doctor helped the teacher.,The teacher helped the doctor.,sim_3,pilot_simulated_v1,3.73,3.96,5.0,5.0,4.39,3.81,,True,simulated
role_000143,role_reversal,The driver contacted the artist.,The artist contacted the driver.,sim_1,pilot_simulated_v1,4.02,3.3,5.0,5.0,4.55,4.59,,True,simulated
role_000143,role_reversal,The driver contacted the artist.,The artist contacted the driver.,sim_2,pilot_simulated_v1,4.34,4.22,5.0,5.0,3.72,3.25,,True,simulated
role_000143,role_reversal,The driver contacted the artist.,The artist contacted the driver.,sim_3,pilot_simulated_v1,3.49,4.03,5.0,5.0,4.67,4.1,,True,simulated
role_001150,role_reversal,The teacher greeted the musician.,The musician greeted the teacher.,sim_1,pilot_simulated_v1,4.48,4.52,5.0,5.0,3.86,3.69,,True,simulated
role_001150,role_reversal,The teacher greeted the musician.,The musician greeted the teacher.,sim_2,pilot_simulated_v1,3.82,4.46,5.0,5.0,4.3,3.84,,True,simulated
role_001150,role_reversal,The teacher greeted the musician.,The musician greeted the teacher.,sim_3,pilot_simulated_v1,4.65,4.63,5.0,5.0,3.27,3.35,,True,simulated
attach_000275,attachment,The driver met the student with the notebook.,"With the notebook, the driver met the student.",sim_1,pilot_simulated_v1,2.75,4.23,5.0,5.0,3.59,3.71,,True,simulated
attach_000275,attachment,The driver met the student with the notebook.,"With the notebook, the driver met the student.",sim_2,pilot_simulated_v1,3.06,3.39,5.0,5.0,4.27,3.1,,True,simulated
attach_000275,attachment,The driver met the student with the notebook.,"With the notebook, the driver met the student.",sim_3,pilot_simulated_v1,2.66,4.08,5.0,5.0,4.58,3.82,,True,simulated
role_001229,role_reversal,The driver supported the engineer.,The engineer supported the driver.,sim_1,pilot_simulated_v1,4.46,4.13,5.0,5.0,4.24,3.72,,True,simulated
role_001229,role_reversal,The driver supported the engineer.,The engineer supported the driver.,sim_2,pilot_simulated_v1,3.91,3.06,5.0,5.0,4.62,4.24,,True,simulated
role_001229,role_reversal,The driver supported the engineer.,The engineer supported the driver.,sim_3,pilot_simulated_v1,4.44,4.31,5.0,5.0,3.7,3.28,,True,simulated
role_000458,role_reversal,The journalist supported the lawyer.,The lawyer supported the journalist.,sim_1,pilot_simulated_v1,4.25,3.74,5.0,5.0,4.24,4.4,,True,simulated
role_000458,role_reversal,The journalist supported the lawyer.,The lawyer supported the journalist.,sim_2,pilot_simulated_v1,4.03,3.55,5.0,5.0,4.33,4.41,,True,simulated
role_000458,role_reversal,The journalist supported the lawyer.,The lawyer supported the journalist.,sim_3,pilot_simulated_v1,4.31,3.99,5.0,5.0,4.63,4.47,,True,simulated
neg_000078,negation,The lawyer did not interview the nurse.,The lawyer interviewed the nurse.,sim_1,pilot_simulated_v1,2.87,4.75,5.0,5.0,3.35,3.88,,True,simulated
neg_000078,negation,The lawyer did not interview the nurse.,The lawyer interviewed the nurse.,sim_2,pilot_simulated_v1,3.6,4.76,5.0,5.0,3.57,3.07,,True,simulated
neg_000078,negation,The lawyer did not interview the nurse.,The lawyer interviewed the nurse.,sim_3,pilot_simulated_v1,4.33,3.71,5.0,5.0,3.93,3.68,,True,simulated
neg_000602,negation,The musician did not support the doctor.,The musician supported the doctor.,sim_1,pilot_simulated_v1,3.24,2.86,5.0,5.0,4.09,3.35,,True,simulated
neg_000602,negation,The musician did not support the doctor.,The musician supported the doctor.,sim_2,pilot_simulated_v1,3.6,4.79,5.0,5.0,4.77,3.49,,True,simulated
neg_000602,negation,The musician did not support the doctor.,The musician supported the doctor.,sim_3,pilot_simulated_v1,3.34,3.04,5.0,5.0,4.17,3.29,,True,simulated
attach_000497,attachment,The passenger met the student with the notebook.,"With the notebook, the passenger met the student.",sim_1,pilot_simulated_v1,2.2,4.63,5.0,5.0,4.09,4.42,,True,simulated
attach_000497,attachment,The passenger met the student with the notebook.,"With the notebook, the passenger met the student.",sim_2,pilot_simulated_v1,2.34,3.15,5.0,5.0,4.12,4.11,,True,simulated
attach_000497,attachment,The passenger met the student with the notebook.,"With the notebook, the passenger met the student.",sim_3,pilot_simulated_v1,2.29,3.8,5.0,5.0,4.1,3.8,,True,simulated
neg_000660,negation,The athlete did not hire the lawyer.,The athlete hired the lawyer.,sim_1,pilot_simulated_v1,3.3,3.69,5.0,5.0,3.38,3.16,,True,simulated
neg_000660,negation,The athlete did not hire the lawyer.,The athlete hired the lawyer.,sim_2,pilot_simulated_v1,2.89,4.47,5.0,5.0,3.6,4.08,,True,simulated
neg_000660,negation,The athlete did not hire the lawyer.,The athlete hired the lawyer.,sim_3,pilot_simulated_v1,2.98,4.57,5.0,5.0,3.25,4.29,,True,simulated
neg_000625,negation,The researcher greeted the scientist.,The researcher did not greet the scientist.,sim_1,pilot_simulated_v1,3.65,4.62,5.0,5.0,4.62,3.02,,True,simulated
neg_000625,negation,The researcher greeted the scientist.,The researcher did not greet the scientist.,sim_2,pilot_simulated_v1,2.88,3.3,5.0,5.0,3.27,4.38,,True,simulated
neg_000625,negation,The researcher greeted the scientist.,The researcher did not greet the scientist.,sim_3,pilot_simulated_v1,3.03,4.15,5.0,5.0,4.71,4.12,,True,simulated
neg_001180,negation,The nurse did not promote the lawyer.,The nurse promoted the lawyer.,sim_1,pilot_simulated_v1,4.39,4.1,5.0,5.0,3.82,4.56,,True,simulated
neg_001180,negation,The nurse did not promote the lawyer.,The nurse promoted the lawyer.,sim_2,pilot_simulated_v1,3.15,3.91,5.0,5.0,3.86,3.87,,True,simulated
neg_001180,negation,The nurse did not promote the lawyer.,The nurse promoted the lawyer.,sim_3,pilot_simulated_v1,3.28,4.72,5.0,5.0,4.79,4.12,,True,simulated
neg_000824,negation,The judge did not greet the musician.,The judge greeted the musician.,sim_1,pilot_simulated_v1,3.6,4.7,5.0,5.0,4.72,3.08,,True,simulated
neg_000824,negation,The judge did not greet the musician.,The judge greeted the musician.,sim_2,pilot_simulated_v1,4.22,3.02,5.0,5.0,3.35,3.4,,True,simulated
neg_000824,negation,The judge did not greet the musician.,The judge greeted the musician.,sim_3,pilot_simulated_v1,3.39,3.77,5.0,5.0,4.73,3.24,,True,simulated
role_000172,role_reversal,The passenger blamed the driver.,The driver blamed the passenger.,sim_1,pilot_simulated_v1,4.43,3.81,5.0,5.0,3.4,4.59,,True,simulated
role_000172,role_reversal,The passenger blamed the driver.,The driver blamed the passenger.,sim_2,pilot_simulated_v1,4.87,3.49,5.0,5.0,4.59,3.72,,True,simulated
role_000172,role_reversal,The passenger blamed the driver.,The driver blamed the passenger.,sim_3,pilot_simulated_v1,4.48,4.66,5.0,5.0,4.22,3.58,,True,simulated
attach_001235,attachment,The artist questioned the officer with the badge.,"With the badge, the artist questioned the officer.",sim_1,pilot_simulated_v1,2.08,3.73,5.0,5.0,4.13,3.44,,True,simulated
attach_001235,attachment,The artist questioned the officer with the badge.,"With the badge, the artist questioned the officer.",sim_2,pilot_simulated_v1,2.92,2.83,5.0,5.0,3.6,3.77,,True,simulated
attach_001235,attachment,The artist questioned the officer with the badge.,"With the badge, the artist questioned the officer.",sim_3,pilot_simulated_v1,2.77,4.21,5.0,5.0,3.57,3.45,,True,simulated
attach_000444,attachment,The scientist saw the man with the telescope.,The scientist saw the man who had the telescope.,sim_1,pilot_simulated_v1,3.17,3.37,5.0,5.0,3.44,4.0,,True,simulated
attach_000444,attachment,The scientist saw the man with the telescope.,The scientist saw the man who had the telescope.,sim_2,pilot_simulated_v1,2.56,3.98,5.0,5.0,4.75,4.55,,True,simulated
attach_000444,attachment,The scientist saw the man with the telescope.,The scientist saw the man who had the telescope.,sim_3,pilot_simulated_v1,3.27,4.75,5.0,5.0,4.47,3.58,,True,simulated
neg_001163,negation,The scientist greeted the researcher.,The scientist did not greet the researcher.,sim_1,pilot_simulated_v1,4.29,3.05,5.0,5.0,3.53,3.81,,True,simulated
neg_001163,negation,The scientist greeted the researcher.,The scientist did not greet the researcher.,sim_2,pilot_simulated_v1,3.0,4.01,5.0,5.0,4.07,3.33,,True,simulated
neg_001163,negation,The scientist greeted the researcher.,The scientist did not greet the researcher.,sim_3,pilot_simulated_v1,3.99,2.97,5.0,5.0,3.98,3.44,,True,simulated
attach_001441,attachment,"With the umbrella, the waiter noticed the teacher.",The waiter noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,3.5,3.09,5.0,5.0,3.81,4.14,,True,simulated
attach_001441,attachment,"With the umbrella, the waiter noticed the teacher.",The waiter noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,2.49,4.46,5.0,5.0,3.38,3.12,,True,simulated
attach_001441,attachment,"With the umbrella, the waiter noticed the teacher.",The waiter noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.02,3.91,5.0,5.0,3.97,3.86,,True,simulated
attach_000332,attachment,The manager saw the man with the telescope.,"With the telescope, the manager saw the man.",sim_1,pilot_simulated_v1,2.76,4.56,5.0,5.0,3.55,3.23,,True,simulated
attach_000332,attachment,The manager saw the man with the telescope.,"With the telescope, the manager saw the man.",sim_2,pilot_simulated_v1,2.4,4.47,5.0,5.0,4.5,3.18,,True,simulated
attach_000332,attachment,The manager saw the man with the telescope.,"With the telescope, the manager saw the man.",sim_3,pilot_simulated_v1,2.0,4.78,5.0,5.0,4.75,3.44,,True,simulated
attach_000407,attachment,The student saw the man with the telescope.,"With the telescope, the student saw the man.",sim_1,pilot_simulated_v1,2.85,2.89,5.0,5.0,4.01,3.28,,True,simulated
attach_000407,attachment,The student saw the man with the telescope.,"With the telescope, the student saw the man.",sim_2,pilot_simulated_v1,3.09,3.11,5.0,5.0,4.1,3.53,,True,simulated
attach_000407,attachment,The student saw the man with the telescope.,"With the telescope, the student saw the man.",sim_3,pilot_simulated_v1,2.77,4.7,5.0,5.0,4.04,4.56,,True,simulated
attach_000973,attachment,"With the microscope, the student observed the scientist.",The student observed the scientist who had the microscope.,sim_1,pilot_simulated_v1,3.15,3.25,5.0,5.0,3.6,4.31,,True,simulated
attach_000973,attachment,"With the microscope, the student observed the scientist.",The student observed the scientist who had the microscope.,sim_2,pilot_simulated_v1,3.24,3.09,5.0,5.0,4.5,3.48,,True,simulated
attach_000973,attachment,"With the microscope, the student observed the scientist.",The student observed the scientist who had the microscope.,sim_3,pilot_simulated_v1,2.91,4.58,5.0,5.0,4.67,3.28,,True,simulated
role_000710,role_reversal,The coach praised the judge.,The judge praised the coach.,sim_1,pilot_simulated_v1,3.63,3.33,5.0,5.0,4.17,4.54,,True,simulated
role_000710,role_reversal,The coach praised the judge.,The judge praised the coach.,sim_2,pilot_simulated_v1,4.45,4.33,5.0,5.0,4.52,3.76,,True,simulated
role_000710,role_reversal,The coach praised the judge.,The judge praised the coach.,sim_3,pilot_simulated_v1,4.0,4.4,5.0,5.0,4.19,4.41,,True,simulated
role_000130,role_reversal,The musician promoted the teacher.,The teacher promoted the musician.,sim_1,pilot_simulated_v1,5.0,3.73,5.0,5.0,3.75,3.21,,True,simulated
role_000130,role_reversal,The musician promoted the teacher.,The teacher promoted the musician.,sim_2,pilot_simulated_v1,4.34,3.43,5.0,5.0,3.7,3.81,,True,simulated
role_000130,role_reversal,The musician promoted the teacher.,The teacher promoted the musician.,sim_3,pilot_simulated_v1,4.57,4.16,5.0,5.0,3.94,4.04,,True,simulated
attach_001248,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,3.0,4.63,5.0,5.0,4.29,4.36,,True,simulated
attach_001248,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,2.39,4.5,5.0,5.0,3.21,4.3,,True,simulated
attach_001248,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.02,4.02,5.0,5.0,3.64,3.26,,True,simulated
neg_000846,negation,The chef did not contact the artist.,The chef contacted the artist.,sim_1,pilot_simulated_v1,3.99,3.07,5.0,5.0,4.29,3.13,,True,simulated
neg_000846,negation,The chef did not contact the artist.,The chef contacted the artist.,sim_2,pilot_simulated_v1,3.13,3.59,5.0,5.0,4.11,4.05,,True,simulated
neg_000846,negation,The chef did not contact the artist.,The chef contacted the artist.,sim_3,pilot_simulated_v1,3.38,4.53,5.0,5.0,3.25,3.31,,True,simulated
neg_001313,negation,The judge called the driver.,The judge did not call the driver.,sim_1,pilot_simulated_v1,3.43,4.02,5.0,5.0,4.25,4.42,,True,simulated
neg_001313,negation,The judge called the driver.,The judge did not call the driver.,sim_2,pilot_simulated_v1,3.36,4.08,5.0,5.0,4.3,3.26,,True,simulated
neg_001313,negation,The judge called the driver.,The judge did not call the driver.,sim_3,pilot_simulated_v1,3.39,3.69,5.0,5.0,4.16,3.85,,True,simulated
neg_000889,negation,The chef praised the doctor.,The chef did not praise the doctor.,sim_1,pilot_simulated_v1,3.02,3.21,5.0,5.0,3.73,3.14,,True,simulated
neg_000889,negation,The chef praised the doctor.,The chef did not praise the doctor.,sim_2,pilot_simulated_v1,4.03,4.59,5.0,5.0,4.37,3.35,,True,simulated
neg_000889,negation,The chef praised the doctor.,The chef did not praise the doctor.,sim_3,pilot_simulated_v1,3.74,2.86,5.0,5.0,3.54,3.41,,True,simulated
attach_000554,attachment,The teacher observed the scientist with the microscope.,"With the microscope, the teacher observed the scientist.",sim_1,pilot_simulated_v1,2.96,3.96,5.0,5.0,4.07,3.26,,True,simulated
attach_000554,attachment,The teacher observed the scientist with the microscope.,"With the microscope, the teacher observed the scientist.",sim_2,pilot_simulated_v1,2.8,4.3,5.0,5.0,4.6,3.59,,True,simulated
attach_000554,attachment,The teacher observed the scientist with the microscope.,"With the microscope, the teacher observed the scientist.",sim_3,pilot_simulated_v1,2.72,4.54,5.0,5.0,3.27,3.97,,True,simulated
neg_000480,negation,The driver did not interview the scientist.,The driver interviewed the scientist.,sim_1,pilot_simulated_v1,2.96,4.41,5.0,5.0,4.28,3.11,,True,simulated
neg_000480,negation,The driver did not interview the scientist.,The driver interviewed the scientist.,sim_2,pilot_simulated_v1,2.87,4.68,5.0,5.0,3.69,3.93,,True,simulated
neg_000480,negation,The driver did not interview the scientist.,The driver interviewed the scientist.,sim_3,pilot_simulated_v1,3.73,3.56,5.0,5.0,3.36,4.16,,True,simulated
role_000807,role_reversal,The waiter visited the manager.,The manager visited the waiter.,sim_1,pilot_simulated_v1,3.94,3.65,5.0,5.0,4.48,4.5,,True,simulated
role_000807,role_reversal,The waiter visited the manager.,The manager visited the waiter.,sim_2,pilot_simulated_v1,3.86,3.47,5.0,5.0,4.44,3.72,,True,simulated
role_000807,role_reversal,The waiter visited the manager.,The manager visited the waiter.,sim_3,pilot_simulated_v1,4.83,3.55,5.0,5.0,3.29,3.46,,True,simulated
attach_001107,attachment,The judge saw the man with the telescope.,The judge saw the man who had the telescope.,sim_1,pilot_simulated_v1,3.44,3.96,5.0,5.0,4.76,4.31,,True,simulated
attach_001107,attachment,The judge saw the man with the telescope.,The judge saw the man who had the telescope.,sim_2,pilot_simulated_v1,3.09,3.16,5.0,5.0,3.86,3.03,,True,simulated
attach_001107,attachment,The judge saw the man with the telescope.,The judge saw the man who had the telescope.,sim_3,pilot_simulated_v1,2.54,3.24,5.0,5.0,4.7,3.25,,True,simulated
attach_000169,attachment,"With the camera, the judge photographed the tourist.",The judge photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,2.55,2.85,5.0,5.0,3.45,4.11,,True,simulated
attach_000169,attachment,"With the camera, the judge photographed the tourist.",The judge photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.65,3.81,5.0,5.0,4.51,4.11,,True,simulated
attach_000169,attachment,"With the camera, the judge photographed the tourist.",The judge photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.34,4.29,5.0,5.0,4.29,3.94,,True,simulated
neg_001377,negation,The teacher praised the scientist.,The teacher did not praise the scientist.,sim_1,pilot_simulated_v1,3.6,4.63,5.0,5.0,4.16,3.1,,True,simulated
neg_001377,negation,The teacher praised the scientist.,The teacher did not praise the scientist.,sim_2,pilot_simulated_v1,4.14,4.12,5.0,5.0,3.63,4.24,,True,simulated
neg_001377,negation,The teacher praised the scientist.,The teacher did not praise the scientist.,sim_3,pilot_simulated_v1,4.29,4.27,5.0,5.0,3.96,4.32,,True,simulated
neg_001098,negation,The judge did not promote the musician.,The judge promoted the musician.,sim_1,pilot_simulated_v1,2.93,2.9,5.0,5.0,3.85,3.83,,True,simulated
neg_001098,negation,The judge did not promote the musician.,The judge promoted the musician.,sim_2,pilot_simulated_v1,3.83,4.12,5.0,5.0,4.03,3.6,,True,simulated
neg_001098,negation,The judge did not promote the musician.,The judge promoted the musician.,sim_3,pilot_simulated_v1,3.97,3.92,5.0,5.0,3.53,3.92,,True,simulated
role_000768,role_reversal,The artist contacted the student.,The student contacted the artist.,sim_1,pilot_simulated_v1,4.13,4.39,5.0,5.0,4.32,4.58,,True,simulated
role_000768,role_reversal,The artist contacted the student.,The student contacted the artist.,sim_2,pilot_simulated_v1,4.62,3.82,5.0,5.0,4.27,3.47,,True,simulated
role_000768,role_reversal,The artist contacted the student.,The student contacted the artist.,sim_3,pilot_simulated_v1,4.29,4.78,5.0,5.0,3.39,3.68,,True,simulated
neg_000291,negation,The scientist visited the judge.,The scientist did not visit the judge.,sim_1,pilot_simulated_v1,3.49,4.23,5.0,5.0,3.5,4.09,,True,simulated
neg_000291,negation,The scientist visited the judge.,The scientist did not visit the judge.,sim_2,pilot_simulated_v1,2.98,4.73,5.0,5.0,3.33,4.03,,True,simulated
neg_000291,negation,The scientist visited the judge.,The scientist did not visit the judge.,sim_3,pilot_simulated_v1,4.0,3.91,5.0,5.0,3.63,3.58,,True,simulated
role_001125,role_reversal,The waiter praised the lawyer.,The lawyer praised the waiter.,sim_1,pilot_simulated_v1,4.83,3.72,5.0,5.0,4.1,4.53,,True,simulated
role_001125,role_reversal,The waiter praised the lawyer.,The lawyer praised the waiter.,sim_2,pilot_simulated_v1,4.17,4.43,5.0,5.0,4.16,4.33,,True,simulated
role_001125,role_reversal,The waiter praised the lawyer.,The lawyer praised the waiter.,sim_3,pilot_simulated_v1,4.4,3.07,5.0,5.0,3.56,3.44,,True,simulated
